ENTREZ_GENE_ID	Name	Species
8416	annexin A9	Homo sapiens
5998	regulator of G-protein signaling 3	Homo sapiens
4212	Meis homeobox 2	Homo sapiens
23074	UHRF1 binding protein 1-like	Homo sapiens
55802	DCP1 decapping enzyme homolog A (S. cerevisiae)	Homo sapiens
54539	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa	Homo sapiens
55287	transmembrane protein 40	Homo sapiens
6334	sodium channel, voltage gated, type VIII, alpha subunit	Homo sapiens
4780	nuclear factor (erythroid-derived 2)-like 2	Homo sapiens
6786	stromal interaction molecule 1	Homo sapiens
57576	kinesin family member 17	Homo sapiens
5580	protein kinase C, delta	Homo sapiens
93986	forkhead box P2	Homo sapiens
10519	calcium and integrin binding 1 (calmyrin)	Homo sapiens
5663	presenilin 1	Homo sapiens
203069	R3H domain and coiled-coil containing 1	Homo sapiens
266722	heparan sulfate 6-O-sulfotransferase 3	Homo sapiens
127495	leucine rich repeat containing 39	Homo sapiens
2281	FK506 binding protein 1B, 12.6 kDa	Homo sapiens
2288	FK506 binding protein 4, 59kDa	Homo sapiens
10241	calcium binding and coiled-coil domain 2	Homo sapiens
5586	protein kinase N2	Homo sapiens
116835	heat shock 70kD protein 12B	Homo sapiens
2587	galanin receptor 1	Homo sapiens
26133	transient receptor potential cation channel, subfamily C, member 4 associated protein	Homo sapiens
8939	far upstream element (FUSE) binding protein 3	Homo sapiens
80774	LIM domain containing 2	Homo sapiens
56252	YLP motif containing 1	Homo sapiens
441581	FSHD region gene 2 family, member B	Homo sapiens
283152	coiled-coil domain containing 153	Homo sapiens
4802	nuclear transcription factor Y, gamma	Homo sapiens
55023	pleckstrin homology domain interacting protein	Homo sapiens
284297	hypothetical LOC284297	Homo sapiens
8450	cullin 4B	Homo sapiens
404636	family with sequence similarity 45, member A	Homo sapiens
11316	coatomer protein complex, subunit epsilon	Homo sapiens
482	ATPase, Na+/K+ transporting, beta 2 polypeptide	Homo sapiens
23063	wings apart-like homolog (Drosophila)	Homo sapiens
339287	male-specific lethal 1 homolog (Drosophila)	Homo sapiens
10758	TRAF3 interacting protein 2	Homo sapiens
23533	phosphoinositide-3-kinase, regulatory subunit 5	Homo sapiens
1340	cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous)	Homo sapiens
9889	zinc finger, BED-type containing 4	Homo sapiens
91300	chromosome 19 open reading frame 22	Homo sapiens
23163	golgi associated, gamma adaptin ear containing, ARF binding protein 3	Homo sapiens
55582	kinesin family member 27	Homo sapiens
143686	sestrin 3	Homo sapiens
162387	major facilitator superfamily domain containing 6-like	Homo sapiens
6850	spleen tyrosine kinase	Homo sapiens
23350	U2-associated SR140 protein	Homo sapiens
128077	Lix1 homolog (mouse)-like	Homo sapiens
10198	M-phase phosphoprotein 9	Homo sapiens
84277	DnaJ (Hsp40) homolog, subfamily C, member 30	Homo sapiens
8858	protein Z, vitamin K-dependent plasma glycoprotein	Homo sapiens
163	adaptor-related protein complex 2, beta 1 subunit	Homo sapiens
163933	family with sequence similarity 43, member B	Homo sapiens
84062	dystrobrevin binding protein 1	Homo sapiens
338699	ankyrin repeat domain 42	Homo sapiens
5337	phospholipase D1, phosphatidylcholine-specific	Homo sapiens
4793	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	Homo sapiens
3880	keratin 19	Homo sapiens
958	CD40 molecule, TNF receptor superfamily member 5	Homo sapiens
25945	poliovirus receptor-related 3	Homo sapiens
11188	nischarin	Homo sapiens
51444	ring finger protein 138	Homo sapiens
84826	SFT2 domain containing 3	Homo sapiens
25942	SIN3 homolog A, transcription regulator (yeast)	Homo sapiens
6645	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)	Homo sapiens
7079	TIMP metallopeptidase inhibitor 4	Homo sapiens
5706	proteasome (prosome, macropain) 26S subunit, ATPase, 6	Homo sapiens
391	ras homolog gene family, member G (rho G)	Homo sapiens
58473	pleckstrin homology domain containing, family B (evectins) member 1	Homo sapiens
100129924	similar to hCG2036949	Homo sapiens
653808	zymogen granule protein 16 homolog (rat)	Homo sapiens
9735	kinetochore associated 1	Homo sapiens
64645	hippocampus abundant transcript 1	Homo sapiens
359948	interferon regulatory factor 2 binding protein 2	Homo sapiens
84885	zinc finger, DHHC-type containing 12	Homo sapiens
51619	ubiquitin-conjugating enzyme E2D 4 (putative)	Homo sapiens
84265	polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like	Homo sapiens
135924	olfactory receptor, family 9, subfamily A, member 2	Homo sapiens
5007	oxysterol binding protein	Homo sapiens
4356	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	Homo sapiens
54534	mitochondrial ribosomal protein L50	Homo sapiens
2035	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)	Homo sapiens
9146	hepatocyte growth factor-regulated tyrosine kinase substrate	Homo sapiens
6827	suppressor of Ty 4 homolog 1 (S. cerevisiae)	Homo sapiens
220108	family with sequence similarity 124A	Homo sapiens
143941	tetratricopeptide repeat domain 36	Homo sapiens
23047	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	Homo sapiens
8091	high mobility group AT-hook 2	Homo sapiens
4129	monoamine oxidase B	Homo sapiens
339345	nanos homolog 2 (Drosophila)	Homo sapiens
10970	cytoskeleton-associated protein 4	Homo sapiens
3838	karyopherin alpha 2 (RAG cohort 1, importin alpha 1); karyopherin alpha-2 subunit like	Homo sapiens
29956	LAG1 homolog, ceramide synthase 2	Homo sapiens
10444	zer-1 homolog (C. elegans)	Homo sapiens
9569	GTF2I repeat domain containing 1	Homo sapiens
2353	v-fos FBJ murine osteosarcoma viral oncogene homolog	Homo sapiens
84106	PML-RARA regulated adaptor molecule 1	Homo sapiens
4109	melanoma antigen family A, 10	Homo sapiens
9529	BCL2-associated athanogene 5	Homo sapiens
10249	glycine-N-acyltransferase	Homo sapiens
54407	solute carrier family 38, member 2	Homo sapiens
55677	IWS1 homolog (S. cerevisiae)	Homo sapiens
125061	arylformamidase	Homo sapiens
928	CD9 molecule	Homo sapiens
5529	protein phosphatase 2, regulatory subunit B', epsilon isoform	Homo sapiens
7416	voltage-dependent anion channel 1; similar to voltage-dependent anion channel 1	Homo sapiens
8986	ribosomal protein S6 kinase, 90kDa, polypeptide 4	Homo sapiens
4137	microtubule-associated protein tau	Homo sapiens
22818	coatomer protein complex, subunit zeta 1	Homo sapiens
57018	cyclin L1	Homo sapiens
284001	coiled-coil domain containing 57	Homo sapiens
466	activating transcription factor 1	Homo sapiens
51564	histone deacetylase 7	Homo sapiens
23731	chromosome 9 open reading frame 5	Homo sapiens
81565	nudE nuclear distribution gene E homolog (A. nidulans)-like 1	Homo sapiens
128553	teashirt zinc finger homeobox 2	Homo sapiens
10480	eukaryotic translation initiation factor 3, subunit M	Homo sapiens
79774	growth hormone regulated TBC protein 1	Homo sapiens
9986	RCE1 homolog, prenyl protein peptidase (S. cerevisiae)	Homo sapiens
4602	v-myb myeloblastosis viral oncogene homolog (avian)	Homo sapiens
7324	ubiquitin-conjugating enzyme E2E 1 (UBC4/5 homolog, yeast)	Homo sapiens
79882	zinc finger CCCH-type containing 14	Homo sapiens
5539	pancreatic polypeptide	Homo sapiens
222553	solute carrier family 35, member F1	Homo sapiens
7077	TIMP metallopeptidase inhibitor 2	Homo sapiens
23023	transmembrane and coiled-coil domain family 1	Homo sapiens
56984	proteasome (prosome, macropain) assembly chaperone 2	Homo sapiens
64083	golgi phosphoprotein 3 (coat-protein)	Homo sapiens
133396	interleukin 31 receptor A	Homo sapiens
9133	cyclin B2	Homo sapiens
23269	MAX gene associated	Homo sapiens
4325	matrix metallopeptidase 16 (membrane-inserted)	Homo sapiens
388272	chromosome 16 open reading frame 87	Homo sapiens
3185	heterogeneous nuclear ribonucleoprotein F	Homo sapiens
1729	diaphanous homolog 1 (Drosophila)	Homo sapiens
5538	palmitoyl-protein thioesterase 1	Homo sapiens
4646	myosin VI	Homo sapiens
5000	origin recognition complex, subunit 4-like (yeast)	Homo sapiens
22853	lemur tyrosine kinase 2	Homo sapiens
5699	proteasome (prosome, macropain) subunit, beta type, 10	Homo sapiens
682	basigin (Ok blood group)	Homo sapiens
3691	integrin, beta 4	Homo sapiens
51	acyl-Coenzyme A oxidase 1, palmitoyl	Homo sapiens
366	aquaporin 9	Homo sapiens
11083	death inducer-obliterator 1	Homo sapiens
202018	transmembrane anterior posterior transformation 1	Homo sapiens
64682	anaphase promoting complex subunit 1; similar to anaphase promoting complex subunit 1	Homo sapiens
201725	hypothetical LOC100129478; chromosome 4 open reading frame 46	Homo sapiens
55508	solute carrier family 35, member E3	Homo sapiens
54949	chromosome 11 open reading frame 79	Homo sapiens
55630	solute carrier family 39 (zinc transporter), member 4	Homo sapiens
1756	dystrophin	Homo sapiens
55167	male-specific lethal 2 homolog (Drosophila)	Homo sapiens
81847	ring finger protein 146	Homo sapiens
51629	solute carrier family 25, member 39	Homo sapiens
2768	guanine nucleotide binding protein (G protein) alpha 12	Homo sapiens
80781	collagen, type XVIII, alpha 1	Homo sapiens
22978	5'-nucleotidase, cytosolic II	Homo sapiens
523	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	Homo sapiens
1936	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	Homo sapiens
2262	glypican 5	Homo sapiens
57562	KIAA1377	Homo sapiens
3714	jagged 2	Homo sapiens
146183	otoancorin	Homo sapiens
112483	spermidine/spermine N1-acetyltransferase family member 2	Homo sapiens
5037	phosphatidylethanolamine binding protein 1	Homo sapiens
153830	ring finger protein 145	Homo sapiens
117155	cation channel, sperm associated 2	Homo sapiens
4542	myosin IF	Homo sapiens
51241	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)	Homo sapiens
23294	ankyrin repeat and sterile alpha motif domain containing 1A	Homo sapiens
285704	RGM domain family, member B	Homo sapiens
1889	endothelin converting enzyme 1	Homo sapiens
339766	HEAT repeat containing 7B1	Homo sapiens
774	calcium channel, voltage-dependent, N type, alpha 1B subunit	Homo sapiens
3911	laminin, alpha 5	Homo sapiens
4170	myeloid cell leukemia sequence 1 (BCL2-related)	Homo sapiens
54413	neuroligin 3	Homo sapiens
54816	zinc finger protein 280D	Homo sapiens
122664	tubulin polymerization-promoting protein family member 2	Homo sapiens
1639	dynactin 1 (p150, glued homolog, Drosophila)	Homo sapiens
10538	basic leucine zipper transcription factor, ATF-like	Homo sapiens
72	actin, gamma 2, smooth muscle, enteric	Homo sapiens
345274	solute carrier family 10 (sodium/bile acid cotransporter family), member 6	Homo sapiens
9531	BCL2-associated athanogene 3	Homo sapiens
8424	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	Homo sapiens
2639	glutaryl-Coenzyme A dehydrogenase	Homo sapiens
2130	similar to Ewing sarcoma breakpoint region 1; Ewing sarcoma breakpoint region 1	Homo sapiens
79646	pantothenate kinase 3	Homo sapiens
27237	Rho guanine exchange factor (GEF) 16	Homo sapiens
3163	heme oxygenase (decycling) 2	Homo sapiens
255022	calcium homeostasis modulator 1	Homo sapiens
84186	zinc finger, CCHC domain containing 7	Homo sapiens
94032	calcium/calmodulin-dependent protein kinase II inhibitor 2	Homo sapiens
8661	eukaryotic translation initiation factor 3, subunit A	Homo sapiens
51148	cerebral endothelial cell adhesion molecule	Homo sapiens
54838	chromosome 10 open reading frame 26	Homo sapiens
79825	coiled-coil domain containing 48	Homo sapiens
23200	ATPase, class VI, type 11B	Homo sapiens
8395	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	Homo sapiens
84301	DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae)	Homo sapiens
27254	cold shock domain containing C2, RNA binding	Homo sapiens
5797	protein tyrosine phosphatase, receptor type, M	Homo sapiens
128434	V-set and transmembrane domain containing 2 like	Homo sapiens
51703	acyl-CoA synthetase long-chain family member 5	Homo sapiens
8621	cell division cycle 2-like 5 (cholinesterase-related cell division controller)	Homo sapiens
84451	mixed lineage kinase 4	Homo sapiens
79746	enoyl Coenzyme A hydratase domain containing 3	Homo sapiens
23352	ubiquitin protein ligase E3 component n-recognin 4	Homo sapiens
27128	cytohesin 4	Homo sapiens
7979	split hand/foot malformation (ectrodactyly) type 1	Homo sapiens
9894	TEL2, telomere maintenance 2, homolog (S. cerevisiae)	Homo sapiens
6427	splicing factor, arginine/serine-rich 2	Homo sapiens
1776	deoxyribonuclease I-like 3	Homo sapiens
84276	nicolin 1	Homo sapiens
23118	mitogen-activated protein kinase kinase kinase 7 interacting protein 2	Homo sapiens
2900	glutamate receptor, ionotropic, kainate 4	Homo sapiens
26000	TBC1 domain family, member 10B	Homo sapiens
11046	solute carrier family 35, member D2	Homo sapiens
56929	fem-1 homolog c (C. elegans)	Homo sapiens
255919	transmembrane protein 188; similar to TMEM188 protein	Homo sapiens
4436	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	Homo sapiens
3796	kinesin heavy chain member 2A	Homo sapiens
54940	OCIA domain containing 1	Homo sapiens
7419	voltage-dependent anion channel 3	Homo sapiens
84272	Yip1 domain family, member 4	Homo sapiens
26018	leucine-rich repeats and immunoglobulin-like domains 1	Homo sapiens
8531	cold shock domain protein A; cold shock domain protein A pseudogene 1	Homo sapiens
4641	myosin IC	Homo sapiens
80011	NEFA-interacting nuclear protein NIP30	Homo sapiens
2894	glutamate receptor, ionotropic, delta 1	Homo sapiens
6693	sialophorin	Homo sapiens
7763	similar to zinc finger, AN1-type domain 5; zinc finger, AN1-type domain 5	Homo sapiens
22941	SH3 and multiple ankyrin repeat domains 2	Homo sapiens
4084	MAX dimerization protein 1	Homo sapiens
259217	heat shock 70kDa protein 12A	Homo sapiens
375189	profilin family, member 4	Homo sapiens
54482	coiled-coil domain containing 76	Homo sapiens
1362	carboxypeptidase D	Homo sapiens
7743	zinc finger protein 189	Homo sapiens
38	acetyl-Coenzyme A acetyltransferase 1	Homo sapiens
23583	single-strand-selective monofunctional uracil-DNA glycosylase 1	Homo sapiens
85449	KIAA1755	Homo sapiens
90423	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2	Homo sapiens
57805	KIAA1967	Homo sapiens
23516	solute carrier family 39 (zinc transporter), member 14	Homo sapiens
9712	USP6 N-terminal like	Homo sapiens
51780	lysine (K)-specific demethylase 3B	Homo sapiens
56341	protein arginine methyltransferase 8	Homo sapiens
4613	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	Homo sapiens
2098	esterase D/formylglutathione hydrolase	Homo sapiens
11236	ring finger protein 139	Homo sapiens
10361	nucleophosmin/nucleoplasmin, 2	Homo sapiens
8669	eukaryotic translation initiation factor 3, subunit J	Homo sapiens
10960	lectin, mannose-binding 2	Homo sapiens
8566	pyridoxal (pyridoxine, vitamin B6) kinase	Homo sapiens
29074	mitochondrial ribosomal protein L18	Homo sapiens
22999	regulating synaptic membrane exocytosis 1	Homo sapiens
57492	AT rich interactive domain 1B (SWI1-like)	Homo sapiens
6839	suppressor of variegation 3-9 homolog 1 (Drosophila)	Homo sapiens
441478	NOTCH-regulated ankyrin repeat protein	Homo sapiens
23332	cytoplasmic linker associated protein 1	Homo sapiens
6483	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	Homo sapiens
283337	zinc finger protein 740	Homo sapiens
283989	tRNA splicing endonuclease 54 homolog (S. cerevisiae)	Homo sapiens
403341	zinc finger and BTB domain containing 34	Homo sapiens
54758	kelch domain containing 4	Homo sapiens
2719	glypican 3	Homo sapiens
22890	zinc finger and BTB domain containing 1	Homo sapiens
9811	KIAA0427	Homo sapiens
84279	chromosome 2 open reading frame 7	Homo sapiens
81855	sideroflexin 3	Homo sapiens
7771	zinc finger protein 112 homolog (mouse)	Homo sapiens
84217	zinc finger, MYND-type containing 12	Homo sapiens
4925	nucleobindin 2	Homo sapiens
348487	family with sequence similarity 131, member C	Homo sapiens
22	ATP-binding cassette, sub-family B (MDR/TAP), member 7	Homo sapiens
57184	chromosome 15 open reading frame 17	Homo sapiens
89780	wingless-type MMTV integration site family, member 3A	Homo sapiens
2675	similar to GDNF family receptor alpha 2; GDNF family receptor alpha 2	Homo sapiens
121536	AE binding protein 2	Homo sapiens
22859	latrophilin 1	Homo sapiens
5176	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	Homo sapiens
23355	vacuolar protein sorting 8 homolog (S. cerevisiae)	Homo sapiens
10954	protein disulfide isomerase family A, member 5	Homo sapiens
7090	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	Homo sapiens
7106	tetraspanin 4	Homo sapiens
2182	acyl-CoA synthetase long-chain family member 4	Homo sapiens
641700	endothelial cell-specific chemotaxis regulator	Homo sapiens
11313	lysophospholipase II pseudogene 1; lysophospholipase II	Homo sapiens
84726	HLA-B associated transcript 2-like	Homo sapiens
3208	hippocalcin	Homo sapiens
5315	similar to Pyruvate kinase, isozymes M1/M2 (Pyruvate kinase muscle isozyme) (Cytosolic thyroid hormone-binding protein) (CTHBP) (THBP1); pyruvate kinase, muscle	Homo sapiens
103910	myosin, light chain 12B, regulatory	Homo sapiens
